"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"Safeway, Inc.",19-RC-275218,R,Seaside,,04/05/2021,5,,"Region 19, Seattle, Washington",OR,Open,,"Included: All Production Bakers, Utility Bakers, Cake Decorators. Excluded: Bakery Sales.",
"Diversified Protection Corporation",10-RC-275718,R,Columbia,05/25/2021,04/16/2021,70,"Dismissal Non-adjusted","Region 10, Atlanta, Georgia",SC,Open,,"Included: 
All full-time and regular part-time armed and unarmed security officers performing guard duties, as defined by section 9(b)(3) of the NLRA, working for the employer and its subcontractor, on its government contract with FPS. 
Excluded:  
All other employees, including administrative, clerical, and non-guards, as defined by the NLRA, as amended.",
"Warren Electric, Heating & Air Conditioning, Inc.",10-RC-275732,R,Paducah,,04/16/2021,11,,"Region 10, Atlanta, Georgia",KY,Open,,"Included: All full-time and regular part time HVAC technicians, installers, and apprentices
employed by Warren Heating & Air;

Excluded: All office clerical employees, professional employees, guards, and supervisors as
defined by the Act.",13
"Broadway Party Rentals",22-RD-276257,R,"East Rutherford",,04/28/2021,24,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: Drivers, Warehousemen, Kitchen Excluded: Office clericals, managers, guards and supervisors as defined in the Act",
"Cheetah Precision, LLC d/b/a Minneapolis Washer & Stamping",18-RD-274308,R,Minneapolis,,03/16/2021,14,,"Region 18, Minneapolis, Minnesota",MN,Open,,"Included:  Operators, tooling machinists, shipping, receiving, packing, setupmen; Excluded:  N/A",
"Cornish College of the Arts",19-RC-273405,R,Seattle,,02/24/2021,4,,"Region 19, Seattle, Washington",WA,Open,,"Included: Scene Shop Supervisor, Paint Shop Supervisor, Raisbeck & Poncho Facility Managers.

Excluded:  Guards and supervisors as defined in the Act.
",
"The McLean Hospital Corporation",01-RC-275719,R,Belmont,,04/16/2021,126,,"Region 01, Boston, Massachusetts",MA,Open,,"Included: Included- All Research Assistants, Clinical Research Assistants, Clinical Research Assistants 1, Clinical Research Assistants 2, Senior Clinical Research Assistants, and Technical Research Assistants, Technical Research Assistants 1, Technical Research Assistants 2, Senior Technical Research Assistants, Clinical Research Coordinators, Tissue Coordinators, Clinical Research Liaisons, and Research Special Assistants. Excluded: Excluded- Managers, Supervisors and Exempt employees",
"Coca-Cola Consolidated, Inc.",06-RC-275902,R,Beckley,,04/20/2021,50,,"Region 06, Pittsburgh, Pennsylvania",WV,Open,,"Included: All reg. FT & PT Delivery/Merchandisers, Warehouse, BAMS, Full service & Vending
Excluded: Supervisors, Officer Clerical & Professional employees, Guards-as defined by the law",
"Prospect CCMC, LLC, d/b/a Delaware County Memorial Hospital",04-RC-275405,R,"Drexel Hill",,04/09/2021,30,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included: All full-time, part-time, and per diem Registered Dietitians, Physical Therapists, Occupational Therapists, Speech Therapists, and Social Workers.

Excluded: All other technical employees, registered nurses, physicians, service and maintenance, skilled maintenance, guards, business clerical, confidential employees, and supervisors as defined by the Act.
",
"Centerline Logistics Corporation, Leo Marine Services, Inc. and Olympic Tug and Barge, a single employer",21-RC-274874,R,"Los Angeles",,03/30/2021,21,,"Region 21, Los Angeles, California",CA,Open,,"Included: Tankermen and Tankerman Assistants working in the Los Angeles Harbor Region

Excluded: All others",
"STA of Pennsylvania, Inc.",04-RC-273436,R,Levittown,,03/01/2021,63,,"Region 04, Philadelphia, Pennsylvania",PA,Open,"International Union of Operating Engineers Local No. 542","Included: All full-time and regular part-time drivers and mechanics. 

Excluded: All other employees, office personnel, dispatchers, monitors, clerks, guards and supervisors as defined in the Act.",70
"10 ROADS EXPRESS, LLC",09-RC-272599,R,Lexington,,02/11/2021,2,,"Region 09, Cincinnati, Ohio",KY,Open,,"Included:  All full time drivers operating out of the U.S. Postal Service facility located at 1088 Nandino Blvd., Lexington, Kentucky.

Excluded:  All part time employees, casual employees, seasonal employees, office employees, guards and supervisors as defined by the Act.",9
"American Automobile Association of Northern California, Nevada & Utah",20-RC-274587,R,"Santa Rosa",,03/24/2021,469,,"Region 20, San Francisco, California",CA,Open,,"Included:  All full-time and regular part-time Commissioned Insurance Sales Employees employed by the California at its California Branch offices.
Excluded:  All other employees, guards and supervisors as defined by the Act.",
"Southern Anesthesia Associates LLC",12-RC-275393,R,Ponce,,04/09/2021,10,,"Region 12, Tampa, Florida",PR,Open,,"INCLUDED:  Anesthesia nurses
EXCLUDED:  All other employees, guards and supervisors as defined by the Act.",
"Falck Alameda",32-RC-275992,R,Hayward,,04/22/2021,14,,"Region 32, Oakland, California",CA,Open,,"Included: Captains.

Excluded: All other employees.",
"Comprehensive Health Services, LLC",28-RC-276077,R,"El Paso",,04/22/2021,20,,"Region 28, Phoenix, Arizona",TX,Open,,"Included: All hourly full-time Case Manager employees Excluded: All supervisors and leads as defined by the Act.",
"Planned Building Services, Inc., and Planned Lifestyle, Services, Inc., part of and related to Planned Companies",02-RD-274535,R,"New York",,03/23/2021,8,,"Region 02, New York, New York",NY,Open,,"Included: Naim Taipi, Smail Velovic, Emro Durakovic, Alfred Hernandez, Ismael Ralat, Cili Sotir, Excluded: Michael Scally, Gerald Mchugh",
"Association House of Chicago",13-RC-275196,R,Chicago,,04/06/2021,15,,"Region 13, Chicago, Illinois",IL,Open,,"Included:  Teachers, Office staff, Aides, and Counselors

Excluded:  managerial and confidential employees, guards and supervisors as defined in the Act.",
"Mydatt Services Inc. d/b/a Block by Block",05-RC-274794,R,Washington,,03/29/2021,20,,"Region 05, Baltimore, Maryland",DC,Open,,"Included:  Maintenace, drivers and cleaners/ambassadors.

Excluded:
all other workers
",
"Prospect CCMC, LLC, d/b/a Taylor Hospital",04-RC-275394,R,"Ridley Park",,04/09/2021,75,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Unit A: All full-time, part-time and per diem Medical Technologists (MTs), Senior Medical
Technologists, Registered Dietitians, Physical Therapists, Occupational Therapists, and Social
Workers.

Unit B: All full-time, part-time, and per diem Medical Laboratory Technicians, Medical
Technicians, Physical Therapy Assistants, Radiology Techs, MRI Techs, Ultrasound Techs, CT
Techs, Echo Techs, EKG Techs, Interventional Radiology Techs, and Vascular Techs.

Excluded: All registered nurses, physicians, service and maintenance, skilled maintenance, guards, business clerical, confidential employees, and supervisors as defined by the Act.
",
"Salud Integral en la Montaña",12-RD-275354,R,Naranjito,,04/09/2021,3,,"Region 12, Tampa, Florida",PR,Open,,"Included:  All licensed practical nurses, assistant therapists, and medical record technicians, 
employed by the Employer at its homecare and hospice programs in Naranjito, Puerto Rico.

Excluded:  all other employees, credit analysts, administrative secretary, accountant, executive, 
managerial, and administrative personnel, guards,and supervisors as defined by the Act.
",5
"Roman Entertainment Corporation of Indiana d/b/a Caesars Southern Indiana",25-RC-275395,R,Elizabeth,,04/09/2021,5,,"Region 25, Indianapolis, Indiana",IN,Open,,"Included: all Caesars Loyalty Rewards Representatives
Excluded: all office, clerical, administrative, Leads, and supervisors as defined by the act",
"The Children's Village",29-RC-275629,R,"Staten Island",,04/14/2021,17,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All full-time and regular part-time security guards. Excluded: All other employees",
"Titan Health, LLC d/b/a Tweed Leaf",27-RC-275288,R,Denver,,04/08/2021,31,,"Region 27, Denver, Colorado",CO,Open,,"Included: All full-time and regular part-time employees at the facility located at 5959 E. 39th Avenue in Denver, Colorado. Excluded: Supervisors, security, confidential, and all temporary employees as defined in the Act.",
"Pride Industries, Inc. and Solution One Industries, Inc., as joint employers",04-RC-275174,R,"Fort Dix",,04/06/2021,100,,"Region 04, Philadelphia, Pennsylvania",NJ,Open,,"Included: See attachment. Excluded: All other employees, supervisors and guards as defined in the Act.",
"Northstar Industries Inc",29-RC-275164,R,Wantagh,,04/06/2021,4,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All truck drivers;
Excluded: All managers, officers, and supervisors as defined in the Act.
",
"American Backflow & Fire Prevention, Inc.",13-RC-275982,R,Wauconda,,04/22/2021,15,,"Region 13, Chicago, Illinois",IL,Open,,"Included: All full-time and regular part-time journeymen and apprentice Fire Sprinkler
Technicians, Fire Sprinkler/Ansul Technicians, Plumbers, and Backflow
Technicians employed by the Employer at its facility located at 111 Kerry Lane,
Wauconda, IL 60084.
Excluded: All other employees, managers, office clericals, guards and supervisors as defined
in the Act.",
"Air Capitol Fire, LLC",14-RD-275984,R,Wichita,,04/22/2021,3,,"Region 14, Saint Louis, Missouri",KS,Open,,"Included:  Employees performing installation, inspection and repair of sprinkler and fire safety systems.  Excluded:  Management employees.",
"Worcester Natural History Society",01-RC-275490,R,Worcester,,04/12/2021,19,,"Region 01, Boston, Massachusetts",MA,Open,,,
"Prairie Quest, Inc. d/b/a PQCWorks",28-RC-276101,R,"Nellis AFB",,04/23/2021,6,,"Region 28, Phoenix, Arizona",NV,Open,,"Included: All full time, regular part time, On- call Medical Office Clerks, Medical Referral Clerks, Administration Clerks employed by the Employer at its facility located on Nellis Air Force Base, Las Vegas, NV.

Excluded:  All other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.",
"Amentum Government Services Parent Holdings, LLC d/b/a Amentum",28-RC-276112,R,"Fort Bliss",,04/23/2021,18,,"Region 28, Phoenix, Arizona",TX,Open,,"Included:  All full time, regular part time, on call Aircraft Mechanics I, ll's & Ill's, Avionics 
Technicians, Painters, Quality Control & Inspectors employed by the employer at Fort Bliss, TX Bldg 11108, CSME Slewitkes, El Paso, TX 79904

Excluded: All other employees including professional employees, managerial employees, guards, supervisors, and other employees as declined by the Act
",
"Alliance HC Holdings, LLC d/b/a Limecrest Subacute and Rehabilitation Center",22-RC-276078,R,Lafayette,,04/23/2021,9,,"Region 22, Newark, New Jersey",NJ,Open,,"Included:
All full time, part time and per diem Registered Nurses
Excluded:
All other employees under the Act.",
"Spanish Broadcasting System of Illinois, Inc.",13-RD-275880,R,Chicago,,04/20/2021,7,,"Region 13, Chicago, Illinois",IL,Open,,"Included: All on-air talent

Excluded: All other employees, as well as guard, supervisors, etc.",
"Security Walls, LLC",15-RD-272833,R,"New Orleans",,02/17/2021,39,,"Region 15, New Orleans, Louisiana",LA,Open,,"Included:
All full-time and regular part-time unsecured officers employed by the employer at the Michoud Assembly Facility, New Orleans, Louisiana

Excluded:
All other employees including, office clerical employees, professional employees, managerial employees, and supervisors as defined in the Act.",41
"Island Creek Associates, LLC",32-RC-275157,R,Lemoore,,04/05/2021,17,,"Region 32, Oakland, California",CA,Open,,"Included: All full-time and regular part-time General Clerks, technical order
librarians, technical order library clerks, and travel clerks working at NAS
Lemoore at VFA-122 in Hanger 1, 210 Reeves Blvd., Lemoore, CA 93245.

Excluded: All managers, guards and supervisors as defined by the Act.",
